index,store,brand,feat,price,AGE60,EDUC,ETHNIC,INCOME,HHLARGE,WORKWOM,HVAL150,SSTRDIST,SSTRVOL,CPDIST5,CPWVOL5,weekday,brand_dominicks,brand_minute.maid,brand_tropicana,weekday_Friday,weekday_Monday,weekday_Saturday,weekday_Sunday,weekday_Thursday,weekday_Tuesday,weekday_Wednesday,logmove,datetime
37,68,dominicks,1,1.59,0.181417756,0.159721511,0.220991053,10.1883657,0.108476376,0.330539657,0.218654434,6.650601624,1.538461538,1.626191859,0.125092069,Tuesday,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.877381955,2023-08-01
38,122,dominicks,1,1.59,0.061953911,0.255889066,0.078372885,10.77505285,0.125831821,0.425860127,0.280446271,2.597516352,0.6,2.752490308,0.238737607,Tuesday,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.114710141,2023-08-01
39,68,minute.maid,0,3.17,0.181417756,0.159721511,0.220991053,10.1883657,0.108476376,0.330539657,0.218654434,6.650601624,1.538461538,1.626191859,0.125092069,Tuesday,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.219326094,2023-08-01
40,68,tropicana,0,3.87,0.181417756,0.159721511,0.220991053,10.1883657,0.108476376,0.330539657,0.218654434,6.650601624,1.538461538,1.626191859,0.125092069,Tuesday,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.971067439,2023-08-01
41,67,dominicks,1,1.59,0.210272984,0.284394654,0.050539779,10.79695991,0.101871469,0.385157627,0.376326075,1.63276453,1.785714286,1.929939975,1.143366607,Tuesday,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.435549202,2023-08-01
42,123,tropicana,0,3.87,0.176040942,0.153191489,0.204809699,10.33410045,0.145040289,0.3115727,0.228675136,7.449993976,1.111111111,1.60714281,0.166802611,Tuesday,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.392989588,2023-08-01
43,67,minute.maid,0,2.62,0.210272984,0.284394654,0.050539779,10.79695991,0.101871469,0.385157627,0.376326075,1.63276453,1.785714286,1.929939975,1.143366607,Tuesday,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.070906089,2023-08-01
44,67,tropicana,0,3.19,0.210272984,0.284394654,0.050539779,10.79695991,0.101871469,0.385157627,0.376326075,1.63276453,1.785714286,1.929939975,1.143366607,Tuesday,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.577723691,2023-08-01
45,64,dominicks,1,1.59,0.141992021,0.16082131,0.070034198,10.60581744,0.135339885,0.391294542,0.093860685,3.503787688,1.923076923,1.939224403,0.560240328,Tuesday,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.100525506,2023-08-01
46,123,minute.maid,0,3.17,0.176040942,0.153191489,0.204809699,10.33410045,0.145040289,0.3115727,0.228675136,7.449993976,1.111111111,1.60714281,0.166802611,Tuesday,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.577723691,2023-08-01
47,64,minute.maid,0,2.62,0.141992021,0.16082131,0.070034198,10.60581744,0.135339885,0.391294542,0.093860685,3.503787688,1.923076923,1.939224403,0.560240328,Tuesday,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.166216269,2023-08-01
48,64,tropicana,0,3.19,0.141992021,0.16082131,0.070034198,10.60581744,0.135339885,0.391294542,0.093860685,3.503787688,1.923076923,1.939224403,0.560240328,Tuesday,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.009030685,2023-08-01
49,62,dominicks,1,1.59,0.222534262,0.517760337,0.026510896,11.23619652,0.103979265,0.322765158,0.916699488,5.452685258,0.705882353,2.184049779,0.201722445,Tuesday,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.050703382,2023-08-01
50,123,dominicks,1,1.59,0.176040942,0.153191489,0.204809699,10.33410045,0.145040289,0.3115727,0.228675136,7.449993976,1.111111111,1.60714281,0.166802611,Tuesday,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.723231275,2023-08-01
51,62,tropicana,0,3.87,0.222534262,0.517760337,0.026510896,11.23619652,0.103979265,0.322765158,0.916699488,5.452685258,0.705882353,2.184049779,0.201722445,Tuesday,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.373818841,2023-08-01
52,50,minute.maid,0,2.62,0.153357376,0.128764278,0.07092564,10.58930796,0.111798396,0.3242127,0.240180587,2.767046304,0.727272727,1.939328534,0.470972765,Tuesday,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.847762538,2023-08-01
53,128,minute.maid,0,3.17,0.157485189,0.211896894,0.355911221,10.15342882,0.100043497,0.398251192,0.26618705,10.6674474,2.0,1.409463486,0.259004207,Tuesday,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.647519453,2023-08-01
54,50,tropicana,0,3.19,0.153357376,0.128764278,0.07092564,10.58930796,0.111798396,0.3242127,0.240180587,2.767046304,0.727272727,1.939328534,0.470972765,Tuesday,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.378390789,2023-08-01
55,28,dominicks,1,1.59,0.213308785,0.233162564,0.055935473,10.79853422,0.103665655,0.389058524,0.445140033,2.912922287,1.727272727,1.820776686,0.814221001,Tuesday,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.363575703,2023-08-01
56,28,minute.maid,0,2.99,0.213308785,0.233162564,0.055935473,10.79853422,0.103665655,0.389058524,0.445140033,2.912922287,1.727272727,1.820776686,0.814221001,Tuesday,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.333270353,2023-08-01
57,28,tropicana,0,3.66,0.213308785,0.233162564,0.055935473,10.79853422,0.103665655,0.389058524,0.445140033,2.912922287,1.727272727,1.820776686,0.814221001,Tuesday,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.66974259,2023-08-01
58,21,dominicks,1,1.59,0.066896458,0.17750345,0.105038777,10.71619397,0.164179104,0.406070931,0.123485737,0.267524672,1.05,1.953944431,0.602073176,Tuesday,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.018695488,2023-08-01
59,21,minute.maid,0,2.62,0.066896458,0.17750345,0.105038777,10.71619397,0.164179104,0.406070931,0.123485737,0.267524672,1.05,1.953944431,0.602073176,Tuesday,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.050703382,2023-08-01
60,132,tropicana,0,3.19,0.139617348,0.264528441,0.273974204,10.61915425,0.129984231,0.352754754,0.148870968,2.312046161,1.5625,2.795615017,0.478339596,Tuesday,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.476371197,2023-08-01
61,21,tropicana,0,3.19,0.066896458,0.17750345,0.105038777,10.71619397,0.164179104,0.406070931,0.123485737,0.267524672,1.05,1.953944431,0.602073176,Tuesday,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.82244473,2023-08-01
62,18,dominicks,1,1.59,0.272313368,0.072246456,0.074417144,10.39197554,0.097937631,0.313907719,0.093351946,1.980307092,0.666666667,1.684315129,0.154224764,Tuesday,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.528330936,2023-08-01
63,18,minute.maid,0,2.62,0.272313368,0.072246456,0.074417144,10.39197554,0.097937631,0.313907719,0.093351946,1.980307092,0.666666667,1.684315129,0.154224764,Tuesday,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.502688505,2023-08-01
64,18,tropicana,0,3.19,0.272313368,0.072246456,0.074417144,10.39197554,0.097937631,0.313907719,0.093351946,1.980307092,0.666666667,1.684315129,0.154224764,Tuesday,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.886270902,2023-08-01
65,132,minute.maid,0,2.62,0.139617348,0.264528441,0.273974204,10.61915425,0.129984231,0.352754754,0.148870968,2.312046161,1.5625,2.795615017,0.478339596,Tuesday,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.30201781,2023-08-01
66,14,dominicks,1,1.59,0.213949275,0.348293024,0.034178744,11.04392933,0.107894294,0.362305746,0.750769908,3.320947571,0.75,2.359891293,0.73181003,Tuesday,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.886270902,2023-08-01
67,14,minute.maid,0,3.17,0.213949275,0.348293024,0.034178744,11.04392933,0.107894294,0.362305746,0.750769908,3.320947571,0.75,2.359891293,0.73181003,Tuesday,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.82244473,2023-08-01
68,14,tropicana,0,3.87,0.213949275,0.348293024,0.034178744,11.04392933,0.107894294,0.362305746,0.750769908,3.320947571,0.75,2.359891293,0.73181003,Tuesday,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.764053269,2023-08-01
69,132,dominicks,1,1.59,0.139617348,0.264528441,0.273974204,10.61915425,0.129984231,0.352754754,0.148870968,2.312046161,1.5625,2.795615017,0.478339596,Tuesday,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.169518378,2023-08-01
70,9,dominicks,1,1.59,0.269119018,0.222172318,0.032618826,10.78715178,0.096830474,0.358994501,0.505747126,1.103278736,0.666666667,1.820474337,0.441268272,Tuesday,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.056722883,2023-08-01
71,9,minute.maid,0,2.62,0.269119018,0.222172318,0.032618826,10.78715178,0.096830474,0.358994501,0.505747126,1.103278736,0.666666667,1.820474337,0.441268272,Tuesday,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.449342525,2023-08-01
72,9,tropicana,0,3.19,0.269119018,0.222172318,0.032618826,10.78715178,0.096830474,0.358994501,0.505747126,1.103278736,0.666666667,1.820474337,0.441268272,Tuesday,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.987196821,2023-08-01
73,8,dominicks,1,1.59,0.252394035,0.095173274,0.035243328,10.59700966,0.131749698,0.283074736,0.054227156,2.636332801,1.5,2.905384316,0.641015947,Tuesday,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.570529135,2023-08-01
74,8,minute.maid,0,2.62,0.252394035,0.095173274,0.035243328,10.59700966,0.131749698,0.283074736,0.054227156,2.636332801,1.5,2.905384316,0.641015947,Tuesday,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.712759975,2023-08-01
75,8,tropicana,0,3.19,0.252394035,0.095173274,0.035243328,10.59700966,0.131749698,0.283074736,0.054227156,2.636332801,1.5,2.905384316,0.641015947,Tuesday,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.093357017,2023-08-01
76,5,dominicks,1,1.59,0.117368032,0.32122573,0.053875277,10.92237097,0.103091585,0.410568032,0.535883355,3.801997814,0.681818182,1.600573425,0.736306837,Tuesday,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.491087594,2023-08-01
77,5,minute.maid,0,2.99,0.117368032,0.32122573,0.053875277,10.92237097,0.103091585,0.410568032,0.535883355,3.801997814,0.681818182,1.600573425,0.736306837,Tuesday,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.348537825,2023-08-01
78,32,tropicana,0,3.87,0.254953032,0.198259861,0.031938514,10.67447502,0.080251365,0.344152081,0.538346427,6.497971979,0.52173913,3.337253941,0.365659802,Tuesday,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.221478116,2023-08-01
79,32,minute.maid,0,3.17,0.254953032,0.198259861,0.031938514,10.67447502,0.080251365,0.344152081,0.538346427,6.497971979,0.52173913,3.337253941,0.365659802,Tuesday,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.090708716,2023-08-01
80,32,dominicks,1,1.59,0.254953032,0.198259861,0.031938514,10.67447502,0.080251365,0.344152081,0.538346427,6.497971979,0.52173913,3.337253941,0.365659802,Tuesday,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.764053269,2023-08-01
81,33,tropicana,0,3.87,0.134169965,0.419688004,0.130127179,10.34592726,0.013506356,0.472308288,0.862559242,3.129556199,2.416666667,0.867215261,0.752824617,Tuesday,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.100525506,2023-08-01
82,49,dominicks,1,1.59,0.187473187,0.319949969,0.038352638,10.80675383,0.10247191,0.346411721,0.431708991,3.439418592,2.272727273,1.807235771,0.920568958,Tuesday,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.240287448,2023-08-01
83,49,minute.maid,0,2.99,0.187473187,0.319949969,0.038352638,10.80675383,0.10247191,0.346411721,0.431708991,3.439418592,2.272727273,1.807235771,0.920568958,Tuesday,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.592870288,2023-08-01
84,128,dominicks,1,1.59,0.157485189,0.211896894,0.355911221,10.15342882,0.100043497,0.398251192,0.26618705,10.6674474,2.0,1.409463486,0.259004207,Tuesday,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.162829389,2023-08-01
85,49,tropicana,0,3.66,0.187473187,0.319949969,0.038352638,10.80675383,0.10247191,0.346411721,0.431708991,3.439418592,2.272727273,1.807235771,0.920568958,Tuesday,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.219326094,2023-08-01
86,48,dominicks,1,1.59,0.097921961,0.303260384,0.099491703,10.75602879,0.07848683,0.459682823,0.303356282,4.65068687,1.615384615,2.198071182,0.904416734,Tuesday,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.100525506,2023-08-01
87,48,minute.maid,0,2.99,0.097921961,0.303260384,0.099491703,10.75602879,0.07848683,0.459682823,0.303356282,4.65068687,1.615384615,2.198071182,0.904416734,Tuesday,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.528330936,2023-08-01
88,129,tropicana,0,3.45,0.103412869,0.307842548,0.034128692,10.99986401,0.122080527,0.367876448,0.691439828,7.082314817,1.041666667,2.65687913,0.342210744,Tuesday,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.476371197,2023-08-01
89,48,tropicana,0,3.66,0.097921961,0.303260384,0.099491703,10.75602879,0.07848683,0.459682823,0.303356282,4.65068687,1.615384615,2.198071182,0.904416734,Tuesday,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.51559191,2023-08-01
90,47,dominicks,1,1.59,0.125798297,0.140598651,0.120675891,10.63532646,0.145731588,0.398027021,0.335671343,4.910910687,2.028571429,1.967744964,0.794855358,Tuesday,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.850230966,2023-08-01
91,47,minute.maid,0,2.99,0.125798297,0.140598651,0.120675891,10.63532646,0.145731588,0.398027021,0.335671343,4.910910687,2.028571429,1.967744964,0.794855358,Tuesday,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.184234774,2023-08-01
92,129,minute.maid,0,2.99,0.103412869,0.307842548,0.034128692,10.99986401,0.122080527,0.367876448,0.691439828,7.082314817,1.041666667,2.65687913,0.342210744,Tuesday,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.98752448,2023-08-01
93,72,minute.maid,0,3.17,0.283727688,0.268724553,0.04593884,10.71219307,0.101522843,0.331130976,0.571315163,3.002118069,0.857142857,1.696152707,0.644907796,Tuesday,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.317766167,2023-08-01
94,47,tropicana,0,3.66,0.125798297,0.140598651,0.120675891,10.63532646,0.145731588,0.398027021,0.335671343,4.910910687,2.028571429,1.967744964,0.794855358,Tuesday,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.166216269,2023-08-01
95,45,minute.maid,0,2.62,0.128857348,0.280150164,0.087233873,10.74537796,0.083717204,0.464112624,0.342017119,3.158816596,1.25,2.891890631,0.887524737,Tuesday,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.236420527,2023-08-01
96,129,dominicks,1,1.59,0.103412869,0.307842548,0.034128692,10.99986401,0.122080527,0.367876448,0.691439828,7.082314817,1.041666667,2.65687913,0.342210744,Tuesday,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.416979621,2023-08-01
