index,datetime,store,brand,feat,price,AGE60,EDUC,ETHNIC,INCOME,HHLARGE,WORKWOM,HVAL150,SSTRDIST,SSTRVOL,CPDIST5,CPWVOL5,weekday,brand_dominicks,brand_minute.maid,brand_tropicana,weekday_Friday,weekday_Monday,weekday_Saturday,weekday_Sunday,weekday_Thursday,weekday_Tuesday,weekday_Wednesday,logmove
12766,2023-09-24,44,dominicks,0,1.89,0.190982776,0.329738388,0.037632074,10.86915875,0.116388096,0.340794382,0.64268521,6.134798707,0.615384615,1.64310311,0.539190205,Sunday,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.317766167
12767,2023-09-24,113,dominicks,0,1.89,0.299352545,0.151592429,0.026448309,10.64766049,0.091559829,0.297514876,0.378173027,4.235048902,0.52173913,3.305794933,0.366915963,Sunday,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.965545573
12768,2023-09-24,93,dominicks,0,1.99,0.142390194,0.363016383,0.347395301,10.36719012,0.072001002,0.420637376,0.491839763,13.1902194,0.666666667,1.331641281,0.222243272,Sunday,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333270353
12769,2023-09-24,89,minute.maid,1,1.69,0.205811359,0.053349435,0.353053696,10.30811898,0.158335448,0.297890415,0.00250941,7.139074251,1.526315789,1.734594238,0.232061895,Sunday,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.15921754
12770,2023-09-24,81,dominicks,0,1.89,0.181118938,0.234201612,0.073961623,10.71993585,0.088337065,0.42954279,0.478846154,3.768907476,0.791666667,1.132215571,0.379390304,Sunday,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.070906089
12771,2023-09-24,5,tropicana,0,3.39,0.117368032,0.32122573,0.053875277,10.92237097,0.103091585,0.410568032,0.535883355,3.801997814,0.681818182,1.600573425,0.736306837,Sunday,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.142489705
12772,2023-09-24,72,dominicks,0,1.99,0.283727688,0.268724553,0.04593884,10.71219307,0.101522843,0.331130976,0.571315163,3.002118069,0.857142857,1.696152707,0.644907796,Sunday,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.526178913
12773,2023-09-24,49,minute.maid,1,1.69,0.187473187,0.319949969,0.038352638,10.80675383,0.10247191,0.346411721,0.431708991,3.439418592,2.272727273,1.807235771,0.920568958,Sunday,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.34096799
12774,2023-09-24,8,tropicana,0,2.99,0.252394035,0.095173274,0.035243328,10.59700966,0.131749698,0.283074736,0.054227156,2.636332801,1.5,2.905384316,0.641015947,Sunday,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.049232212
12775,2023-09-24,97,dominicks,0,1.89,0.142433234,0.178182783,0.233612085,10.48374595,0.139324117,0.390218878,0.135732648,16.73439396,1.1875,2.520728232,0.271672959,Sunday,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.931471806
12776,2023-09-24,119,tropicana,0,3.39,0.121574965,0.279952033,0.049584956,10.75271926,0.089350352,0.462266179,0.459405941,2.213790697,1.153846154,2.71959438,0.722367357,Sunday,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.135616826
12777,2023-09-24,128,tropicana,0,2.28,0.157485189,0.211896894,0.355911221,10.15342882,0.100043497,0.398251192,0.26618705,10.6674474,2.0,1.409463486,0.259004207,Sunday,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.46150206
12778,2023-09-24,54,minute.maid,1,1.69,0.090222278,0.421125644,0.046640859,10.91089788,0.103522408,0.43671875,0.646023263,4.899564267,1.333333333,1.963412365,0.645830051,Sunday,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.17504024
12779,2023-09-24,64,minute.maid,1,1.69,0.141992021,0.16082131,0.070034198,10.60581744,0.135339885,0.391294542,0.093860685,3.503787688,1.923076923,1.939224403,0.560240328,Sunday,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.869310101
12780,2023-09-24,92,tropicana,0,3.39,0.137827632,0.27012665,0.375388716,10.65780038,0.15049505,0.323033209,0.134417808,3.764544229,2.25,1.591835871,0.348654011,Sunday,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.702177866
12781,2023-09-24,72,minute.maid,1,1.69,0.283727688,0.268724553,0.04593884,10.71219307,0.101522843,0.331130976,0.571315163,3.002118069,0.857142857,1.696152707,0.644907796,Sunday,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.96238834
12782,2023-09-24,8,dominicks,0,1.69,0.252394035,0.095173274,0.035243328,10.59700966,0.131749698,0.283074736,0.054227156,2.636332801,1.5,2.905384316,0.641015947,Sunday,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.831711918
12783,2023-09-24,121,dominicks,0,1.69,0.16358133,0.35061287,0.039173539,10.94992897,0.091693756,0.382304265,0.61086249,3.751225161,1.090909091,2.069345766,0.559533568,Sunday,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.009030685
12784,2023-09-24,102,tropicana,0,2.17,0.216626232,0.120657539,0.172158585,10.49385422,0.13893104,0.289944134,0.034301485,5.844058186,0.689655172,2.353846891,0.158903149,Sunday,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.688312171
12785,2023-09-24,117,tropicana,0,3.39,0.110102729,0.249083542,0.049851894,10.76096203,0.106357795,0.439136251,0.352834113,3.434272274,1.4,1.849425028,0.498380462,Sunday,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.793612072
12786,2023-09-24,40,tropicana,0,2.73,0.1818518,0.072128605,0.044053067,10.55025042,0.126812989,0.306107955,0.068989386,1.086386161,0.4,1.28992007,0.444661211,Sunday,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.169518378
12787,2023-09-24,124,tropicana,0,3.59,0.119625811,0.261875835,0.572355861,10.25895677,0.12494986,0.348518562,0.416315588,6.328746874,0.727272727,1.793795763,0.202168946,Sunday,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.753594463
12788,2023-09-24,94,dominicks,0,1.69,0.103002197,0.229390404,0.059311691,10.7445158,0.128111377,0.402313223,0.367446809,3.960019335,1.494736842,1.804932958,0.42732801,Sunday,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.286017468
12789,2023-09-24,47,dominicks,0,1.89,0.125798297,0.140598651,0.120675891,10.63532646,0.145731588,0.398027021,0.335671343,4.910910687,2.028571429,1.967744964,0.794855358,Sunday,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.502688505
12790,2023-09-24,80,tropicana,0,2.73,0.152691263,0.304465687,0.041910238,10.90950929,0.099890045,0.403603604,0.548122392,0.323594391,0.5,1.755245053,0.356535884,Sunday,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.818365299
12791,2023-09-24,18,minute.maid,1,1.69,0.272313368,0.072246456,0.074417144,10.39197554,0.097937631,0.313907719,0.093351946,1.980307092,0.666666667,1.684315129,0.154224764,Sunday,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.10297029
12792,2023-09-24,132,minute.maid,1,1.69,0.139617348,0.264528441,0.273974204,10.61915425,0.129984231,0.352754754,0.148870968,2.312046161,1.5625,2.795615017,0.478339596,Sunday,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0775783
12793,2023-09-24,52,minute.maid,1,1.69,0.152241195,0.372927296,0.084898613,11.05101698,0.101976511,0.393476864,0.727728684,4.793439152,1.055555556,2.533671515,0.334511569,Sunday,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.726961
12794,2023-09-24,129,tropicana,0,2.63,0.103412869,0.307842548,0.034128692,10.99986401,0.122080527,0.367876448,0.691439828,7.082314817,1.041666667,2.65687913,0.342210744,Sunday,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.078864009
12795,2023-09-24,124,dominicks,0,1.99,0.119625811,0.261875835,0.572355861,10.25895677,0.12494986,0.348518562,0.416315588,6.328746874,0.727272727,1.793795763,0.202168946,Sunday,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.407378325
12796,2023-09-24,84,dominicks,0,1.89,0.122100005,0.188094318,0.02963639,10.76561773,0.161592506,0.346358237,0.491441083,0.966161669,1.684210526,1.582358998,0.618634025,Sunday,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.592870288
12797,2023-09-24,18,dominicks,0,1.69,0.272313368,0.072246456,0.074417144,10.39197554,0.097937631,0.313907719,0.093351946,1.980307092,0.666666667,1.684315129,0.154224764,Sunday,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.219326094
12798,2023-09-24,97,tropicana,0,3.19,0.142433234,0.178182783,0.233612085,10.48374595,0.139324117,0.390218878,0.135732648,16.73439396,1.1875,2.520728232,0.271672959,Sunday,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.219326094
12799,2023-09-24,93,minute.maid,1,1.69,0.142390194,0.363016383,0.347395301,10.36719012,0.072001002,0.420637376,0.491839763,13.1902194,0.666666667,1.331641281,0.222243272,Sunday,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.52191119
12800,2023-09-24,111,minute.maid,1,1.69,0.210512842,0.096928919,0.995690759,10.13828296,0.157135934,0.288515406,0.012746711,12.19094513,1.894736842,1.465672465,0.289203431,Sunday,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.69844191
12801,2023-09-24,32,dominicks,0,1.99,0.254953032,0.198259861,0.031938514,10.67447502,0.080251365,0.344152081,0.538346427,6.497971979,0.52173913,3.337253941,0.365659802,Sunday,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.896552702
12802,2023-09-24,86,minute.maid,1,1.69,0.138756374,0.096763919,0.427866425,10.08897077,0.118656482,0.293206793,0.21005386,2.038235325,0.952380952,1.165745204,0.460779411,Sunday,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.71281649
12803,2023-09-24,53,tropicana,0,3.59,0.300278681,0.2703835,0.065722248,10.60000405,0.113686757,0.312635693,0.441323063,10.45970992,1.0,2.132004658,0.332950694,Sunday,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.905086274
12804,2023-09-24,18,tropicana,0,2.99,0.272313368,0.072246456,0.074417144,10.39197554,0.097937631,0.313907719,0.093351946,1.980307092,0.666666667,1.684315129,0.154224764,Sunday,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.742379392
12805,2023-09-24,59,dominicks,0,1.59,0.110818913,0.233036093,0.024246568,10.7150398,0.140676118,0.390696107,0.292651757,0.217274596,1.0,3.331154049,0.395539036,Sunday,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.348537825
12806,2023-09-24,104,dominicks,0,1.89,0.135286373,0.249684461,0.039405624,10.69885282,0.117514274,0.405306896,0.407496492,11.94482409,1.052631579,1.342004856,0.189129482,Sunday,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.336936914
12807,2023-09-24,101,dominicks,0,1.89,0.225035218,0.174741859,0.087422017,10.65993812,0.096042271,0.390065147,0.354573672,4.849622717,0.5,2.200317948,0.342081421,Sunday,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.166216269
12808,2023-09-24,109,tropicana,0,3.59,0.151055656,0.476916693,0.060687451,11.23319833,0.114171257,0.340806694,0.878804348,7.481499805,0.714285714,2.416943478,0.394100191,Sunday,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.06696602
12809,2023-09-24,51,tropicana,0,3.39,0.176159718,0.171916711,0.025425719,10.62083942,0.130340815,0.313189796,0.316889001,2.102553804,1.25,2.226766425,0.310202569,Sunday,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.987196821
12810,2023-09-24,104,minute.maid,1,1.69,0.135286373,0.249684461,0.039405624,10.69885282,0.117514274,0.405306896,0.407496492,11.94482409,1.052631579,1.342004856,0.189129482,Sunday,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.56080028
12811,2023-09-24,48,tropicana,0,3.39,0.097921961,0.303260384,0.099491703,10.75602879,0.07848683,0.459682823,0.303356282,4.65068687,1.615384615,2.198071182,0.904416734,Sunday,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.743850562
12812,2023-09-24,28,tropicana,0,3.39,0.213308785,0.233162564,0.055935473,10.79853422,0.103665655,0.389058524,0.445140033,2.912922287,1.727272727,1.820776686,0.814221001,Sunday,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.540909718
12813,2023-09-24,74,tropicana,0,3.39,0.307397856,0.07119776,0.041542429,10.48001664,0.090196478,0.297796572,0.15625,7.05964577,0.666666667,2.533639879,0.394653498,Sunday,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.74780956
12814,2023-09-24,98,minute.maid,1,1.57,0.24920053,0.051702821,0.164963731,10.57359638,0.125409403,0.299584392,0.009843473,6.23035712,1.5,3.133176717,0.381569368,Sunday,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.19150734
12815,2023-09-24,112,tropicana,0,2.36,0.08972372,0.329898517,0.069710243,10.88265918,0.096660967,0.440164355,0.56065207,3.101112587,0.535714286,3.017842945,0.311666297,Sunday,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.31374118
12816,2023-09-24,44,tropicana,0,3.39,0.190982776,0.329738388,0.037632074,10.86915875,0.116388096,0.340794382,0.64268521,6.134798707,0.615384615,1.64310311,0.539190205,Sunday,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.626943225
12817,2023-09-24,80,dominicks,0,1.59,0.152691263,0.304465687,0.041910238,10.90950929,0.099890045,0.403603604,0.548122392,0.323594391,0.5,1.755245053,0.356535884,Sunday,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.589699882
12818,2023-09-24,95,dominicks,0,1.99,0.230717504,0.085642082,0.096900007,10.38347245,0.105074321,0.292846213,0.042876284,8.551712371,1.428571429,2.007203953,0.489206218,Sunday,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.377758908
12819,2023-09-24,130,tropicana,0,3.59,0.145117314,0.143406846,0.984896319,9.966650127,0.111081513,0.337029744,0.080565371,17.85595081,1.636363636,0.951815576,0.094561751,Sunday,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.12759064
12820,2023-09-24,62,minute.maid,1,1.69,0.222534262,0.517760337,0.026510896,11.23619652,0.103979265,0.322765158,0.916699488,5.452685258,0.705882353,2.184049779,0.201722445,Sunday,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.52191119
12821,2023-09-24,88,tropicana,0,3.39,0.160414212,0.15163275,0.142928009,10.54980515,0.13516767,0.401899961,0.18957346,4.981954638,1.6,2.087538672,0.489796498,Sunday,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.783855897
12822,2023-09-24,114,dominicks,0,1.69,0.182173295,0.094424515,0.441169508,10.34794899,0.111967075,0.307476963,0.009842116,4.935835625,1.454545455,3.239227061,0.147758687,Sunday,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.929567708
12823,2023-09-24,98,tropicana,0,2.3,0.24920053,0.051702821,0.164963731,10.57359638,0.125409403,0.299584392,0.009843473,6.23035712,1.5,3.133176717,0.381569368,Sunday,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.688312171
12824,2023-09-24,112,minute.maid,1,1.69,0.08972372,0.329898517,0.069710243,10.88265918,0.096660967,0.440164355,0.56065207,3.101112587,0.535714286,3.017842945,0.311666297,Sunday,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.93652968
12825,2023-09-24,74,dominicks,0,1.89,0.307397856,0.07119776,0.041542429,10.48001664,0.090196478,0.297796572,0.15625,7.05964577,0.666666667,2.533639879,0.394653498,Sunday,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.60153434
12826,2023-09-24,81,tropicana,0,3.39,0.181118938,0.234201612,0.073961623,10.71993585,0.088337065,0.42954279,0.478846154,3.768907476,0.791666667,1.132215571,0.379390304,Sunday,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.462187991
12827,2023-09-24,119,dominicks,0,1.89,0.121574965,0.279952033,0.049584956,10.75271926,0.089350352,0.462266179,0.459405941,2.213790697,1.153846154,2.71959438,0.722367357,Sunday,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.009030685
12828,2023-09-24,14,tropicana,0,3.59,0.213949275,0.348293024,0.034178744,11.04392933,0.107894294,0.362305746,0.750769908,3.320947571,0.75,2.359891293,0.73181003,Sunday,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.395325046
12829,2023-09-24,49,dominicks,0,1.89,0.187473187,0.319949969,0.038352638,10.80675383,0.10247191,0.346411721,0.431708991,3.439418592,2.272727273,1.807235771,0.920568958,Sunday,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.103322063
12830,2023-09-24,62,tropicana,0,3.59,0.222534262,0.517760337,0.026510896,11.23619652,0.103979265,0.322765158,0.916699488,5.452685258,0.705882353,2.184049779,0.201722445,Sunday,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.08313888
12831,2023-09-24,121,tropicana,0,2.43,0.16358133,0.35061287,0.039173539,10.94992897,0.091693756,0.382304265,0.61086249,3.751225161,1.090909091,2.069345766,0.559533568,Sunday,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.477003077
12832,2023-09-24,123,dominicks,0,1.99,0.176040942,0.153191489,0.204809699,10.33410045,0.145040289,0.3115727,0.228675136,7.449993976,1.111111111,1.60714281,0.166802611,Sunday,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.685243608
12833,2023-09-24,93,tropicana,0,3.59,0.142390194,0.363016383,0.347395301,10.36719012,0.072001002,0.420637376,0.491839763,13.1902194,0.666666667,1.331641281,0.222243272,Sunday,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.026417534
12834,2023-09-24,86,dominicks,0,1.89,0.138756374,0.096763919,0.427866425,10.08897077,0.118656482,0.293206793,0.21005386,2.038235325,0.952380952,1.165745204,0.460779411,Sunday,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.42156296
12835,2023-09-24,40,dominicks,0,1.59,0.1818518,0.072128605,0.044053067,10.55025042,0.126812989,0.306107955,0.068989386,1.086386161,0.4,1.28992007,0.444661211,Sunday,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.086136769
12836,2023-09-24,50,dominicks,0,1.89,0.153357376,0.128764278,0.07092564,10.58930796,0.111798396,0.3242127,0.240180587,2.767046304,0.727272727,1.939328534,0.470972765,Sunday,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.14786713
12837,2023-09-24,107,tropicana,0,3.39,0.261867453,0.273051907,0.025624482,10.82713119,0.094316953,0.311220523,0.533949633,5.821370205,1.19047619,1.994644862,0.300364461,Sunday,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.208739091
12838,2023-09-24,53,minute.maid,1,1.69,0.300278681,0.2703835,0.065722248,10.60000405,0.113686757,0.312635693,0.441323063,10.45970992,1.0,2.132004658,0.332950694,Sunday,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.39594211
12839,2023-09-24,74,minute.maid,1,1.69,0.307397856,0.07119776,0.041542429,10.48001664,0.090196478,0.297796572,0.15625,7.05964577,0.666666667,2.533639879,0.394653498,Sunday,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.71281649
12840,2023-09-24,95,minute.maid,1,1.69,0.230717504,0.085642082,0.096900007,10.38347245,0.105074321,0.292846213,0.042876284,8.551712371,1.428571429,2.007203953,0.489206218,Sunday,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.79351644
12841,2023-09-24,75,tropicana,0,3.59,0.207699493,0.219548453,0.415999466,9.867082871,0.063964709,0.315583259,0.496,7.192666501,2.230769231,1.375126442,0.703181889,Sunday,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.727227587
12842,2023-09-24,126,tropicana,0,2.31,0.107002273,0.413222417,0.045018573,10.9808762,0.113699475,0.421959283,0.573626374,5.065200839,1.69047619,1.858260236,0.717799295,Sunday,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.416378455
12843,2023-09-24,75,minute.maid,1,1.69,0.207699493,0.219548453,0.415999466,9.867082871,0.063964709,0.315583259,0.496,7.192666501,2.230769231,1.375126442,0.703181889,Sunday,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.8875117
12844,2023-09-24,73,dominicks,0,1.69,0.257450782,0.07305396,0.109213291,10.61496569,0.135340763,0.292748225,0.005144033,2.584605038,1.5,3.228630183,0.18318752,Sunday,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.733594062
12845,2023-09-24,28,minute.maid,1,1.69,0.213308785,0.233162564,0.055935473,10.79853422,0.103665655,0.389058524,0.445140033,2.912922287,1.727272727,1.820776686,0.814221001,Sunday,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.22034
12846,2023-09-24,102,dominicks,0,1.46,0.216626232,0.120657539,0.172158585,10.49385422,0.13893104,0.289944134,0.034301485,5.844058186,0.689655172,2.353846891,0.158903149,Sunday,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.47604777
12847,2023-09-24,117,dominicks,0,1.89,0.110102729,0.249083542,0.049851894,10.76096203,0.106357795,0.439136251,0.352834113,3.434272274,1.4,1.849425028,0.498380462,Sunday,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.363575703
12848,2023-09-24,75,dominicks,0,1.99,0.207699493,0.219548453,0.415999466,9.867082871,0.063964709,0.315583259,0.496,7.192666501,2.230769231,1.375126442,0.703181889,Sunday,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.847762538
12849,2023-09-24,105,tropicana,0,2.42,0.175542126,0.094235589,0.365410594,10.41439317,0.159839527,0.360890119,0.074418605,4.037829402,0.96,3.354376593,0.520134391,Sunday,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.041685006
12850,2023-09-24,88,dominicks,0,1.89,0.160414212,0.15163275,0.142928009,10.54980515,0.13516767,0.401899961,0.18957346,4.981954638,1.6,2.087538672,0.489796498,Sunday,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.049254841
12851,2023-09-24,8,minute.maid,1,1.69,0.252394035,0.095173274,0.035243328,10.59700966,0.131749698,0.283074736,0.054227156,2.636332801,1.5,2.905384316,0.641015947,Sunday,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.2321528
12852,2023-09-24,64,tropicana,0,3.39,0.141992021,0.16082131,0.070034198,10.60581744,0.135339885,0.391294542,0.093860685,3.503787688,1.923076923,1.939224403,0.560240328,Sunday,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.685243608
